-80.11389,25.40626,0.0
-80.22623,25.28698,0.0
-80.31636,25.1254,0.0
-80.39162,25.0394,0.0
-80.51633,24.93695,0.0
-80.68089,24.82077,0.0
-80.90079,24.7147,0.0
-81.02642,24.65898,0.0
-81.19379,24.63065,0.0
-81.33761,24.58476,0.0
-81.49682,24.56203,0.0
-81.5913,24.4653,0.0
-81.7737,24.48664,0.0
-81.90297,24.40087,0.0
-82.0518,24.5,0.0
-82.21828,24.5747,0.0
-81.94524,24.65395,0.0
-81.74981,24.71753,0.0
-81.6405,24.77291,0.0
-81.53411,24.83073,0.0
-81.3756,24.875,0.0
-81.21512,24.87439,0.0
-81.05494,24.79338,0.0
-80.92284,24.84727,0.0
-81.02013,24.9309,0.0
-81.15573,25.10858,0.0
-81.19608,25.35706,0.0
-81.27318,25.51913,0.0
-81.41385,25.68897,0.0
-81.57097,25.80204,0.0
-81.75831,25.86479,0.0
-81.85229,26.0701,0.0
-81.92115,26.35451,0.0
-82.11247,26.37789,0.0
-82.31651,26.6552,0.0
-82.46756,26.99799,0.0
-82.62287,27.26077,0.0
-82.82367,27.57508,0.0
-82.90236,27.92705,0.0
-82.89457,28.06374,0.0
-82.90791,28.21281,0.0
-82.79299,28.31877,0.0
-82.75332,28.43734,0.0
-82.74393,28.55522,0.0
-82.76825,28.66929,0.0
-82.79252,28.7513,0.0
-82.80688,28.83351,0.0
-82.80796,28.88649,0.0
-82.84569,28.97339,0.0
-82.87483,29.04497,0.0
-83.10142,29.04763,0.0
-83.24095,29.27517,0.0
-83.31733,29.38432,0.0
-83.46187,29.52763,0.0
-83.59713,29.69166,0.0
-83.69662,29.85831,0.0
-83.82761,29.91491,0.0
-83.99928,30.01195,0.0
-84.12573,30.00328,0.0
-84.25513,29.98857,0.0
-84.31123,29.85732,0.0
-84.49618,29.83173,0.0
-84.60315,29.74316,0.0
-84.74676,29.65094,0.0
-84.91612,29.57522,0.0
-85.03701,29.53747,0.0
-85.10112,29.56047,0.0
-85.17333,29.59091,0.0
-85.24868,29.62587,0.0
-85.331,29.60478,0.0
-85.39241,29.62445,0.0
-85.43623,29.68152,0.0
-85.45967,29.7447,0.0
-85.47296,29.8059,0.0
-85.46908,29.87011,0.0
-85.46353,29.90607,0.0
-85.55501,29.93779,0.0
-85.61594,29.99446,0.0
-85.76266,30.0731,0.0
-86.11861,30.25561,0.0
-86.76981,30.33812,0.0
-87.49998,30.23334,0.0
-87.45238,30.3002,0.0
-87.45538,30.3412,0.0
-87.39878,30.4151,0.0
-87.43258,30.4782,0.0
-87.44629,30.52315,0.0
-87.42605,30.55648,0.0
-87.40874,30.58513,0.0
-87.3937,30.62914,0.0
-87.43361,30.68835,0.0
-87.48362,30.71531,0.0
-87.53522,30.75054,0.0
-87.56787,30.7996,0.0
-87.60348,30.83021,0.0
-87.6272,30.85923,0.0
-87.62123,30.89199,0.0
-87.59581,30.94243,0.0
