-82.88318,24.72148,0.0
-82.87484,24.72333,0.0
-82.86562,24.72623,0.0
-82.80018,24.72628,0.0
-82.76651,24.70176,0.0
-82.76668,24.66794,0.0
-82.79523,24.62543,0.0
-82.8008,24.61694,0.0
-82.80563,24.6145,0.0
-82.8051,24.61309,0.0
-82.79965,24.60623,0.0
-82.79801,24.60417,0.0
-82.80441,24.6043,0.0
-82.82175,24.59071,0.0
-82.8218,24.59077,0.0
-82.82191,24.59069,0.0
-82.82857,24.58554,0.0
-82.83616,24.58114,0.0
-82.84905,24.57675,0.0
-82.86119,24.57528,0.0
-82.87484,24.57528,0.0
-82.87807,24.57591,0.0
-82.88097,24.57658,0.0
-82.8871,24.57813,0.0
-82.90028,24.58327,0.0
-82.90433,24.58254,0.0
-82.91531,24.58034,0.0
-82.92824,24.57814,0.0
-82.93711,24.57814,0.0
-82.9475,24.57936,0.0
-82.95816,24.58183,0.0
-82.96559,24.58481,0.0
-82.96559,24.5849,0.0
-82.97482,24.58961,0.0
-82.98066,24.59619,0.0
-82.98339,24.60264,0.0
-82.98624,24.61065,0.0
-82.98748,24.61921,0.0
-82.98748,24.62538,0.0
-82.98748,24.62543,0.0
-82.98553,24.64049,0.0
-82.97774,24.65648,0.0
-82.9641,24.6706,0.0
-82.95144,24.67812,0.0
-82.94072,24.68283,0.0
-82.93289,24.68467,0.0
-82.93083,24.68674,0.0
-82.92465,24.69295,0.0
-82.92258,24.69502,0.0
-82.90202,24.71568,0.0
-82.89993,24.71778,0.0
-87.58552,30.99763,0.0
-87.58143,30.99761,0.0
-87.44355,30.99789,0.0
-87.31233,30.99796,0.0
-87.03714,30.99931,0.0
-86.67211,30.99468,0.0
-86.3694,30.99453,0.0
-86.02421,30.99327,0.0
-85.49265,30.997,0.0
-85.15234,31.00093,0.0
-85.0025,31.00068,0.0
-85.00244,31.00068,0.0
-84.9273,30.83896,0.0
-84.68652,30.70389,0.0
-83.83189,30.66308,0.0
-82.65847,30.59601,0.0
-82.23739,30.53222,0.0
-82.20611,30.49104,0.0
-82.20725,30.4583,0.0
-82.20979,30.43224,0.0
-82.20312,30.40143,0.0
-82.18128,30.37108,0.0
-82.14697,30.36191,0.0
-82.11119,30.36569,0.0
-82.06348,30.35858,0.0
-82.04357,30.40736,0.0
-82.01811,30.47325,0.0
-82.01304,30.54839,0.0
-82.0273,30.60704,0.0
-82.04309,30.68636,0.0
-82.01729,30.75567,0.0
-81.96184,30.80128,0.0
-81.88472,30.80873,0.0
-81.77197,30.7638,0.0
-81.68329,30.74793,0.0
-81.59965,30.72923,0.0
-81.34701,30.71244,0.0
-81.34697,30.71217,0.0
-81.37161,30.52655,0.0
-81.33317,30.31537,0.0
-81.20043,29.81151,0.0
-81.14153,29.6487,0.0
-81.0717,29.50025,0.0
-80.94749,29.22979,0.0
-80.75272,28.9214,0.0
-80.49989,28.40943,0.0
-80.529,28.2106,0.0
-80.5,28.07829,0.0
-80.39202,27.8753,0.0
-80.2849,27.62531,0.0
-80.21823,27.43672,0.0
-80.01425,26.94169,0.0
-79.97654,26.68748,0.0
-80.00689,26.42646,0.0
-80.08848,25.71036,0.0
-80.11596,25.53363,0.0
